L	3.15639	15.4	3.88778	3.81158	-0.289454	-0.371433
R	2.485	15.45	3.86009	3.793	-0.306752	-0.376501
L	3.33388	15.5	3.81917	3.77418	-0.336464	-0.381509
R	1.43664	15.55	3.80098	3.7551	-0.338076	-0.386458
L	3.62429	15.6	3.79463	3.73578	-0.326991	-0.391345
R	2.17732	15.65	3.77186	3.71621	-0.335016	-0.39617
L	4.07353	15.7	3.74362	3.6964	-0.350437	-0.400933
R	2.29453	15.75	3.71944	3.67636	-0.358293	-0.405632
L	1.29683	15.8	3.68069	3.65608	-0.383701	-0.410268
R	2.62131	15.85	3.65898	3.63556	-0.385786	-0.414838
L	2.50871	15.9	3.62516	3.61482	-0.404096	-0.419343
R	2.00958	15.95	3.5946	3.59385	-0.418346	-0.423782
L	3.43582	16	3.55133	3.57266	-0.442994	-0.428154
R	2.67814	16.05	3.52643	3.55126	-0.443534	-0.432459
L	2.24414	16.1	3.48714	3.52963	-0.464556	-0.436695
R	3.89378	16.15	3.44453	3.5078	-0.492427	-0.440862
L	0.749788	16.2	3.43685	3.48576	-0.472439	-0.444959
R	3.07623	16.25	3.42479	3.46351	-0.451819	-0.448987
L	0.701279	16.3	3.42277	3.44106	-0.428116	-0.452943
R	0.201448	16.35	3.40219	3.41841	-0.42823	-0.456828
L	1.76003	16.4	3.34764	3.39557	-0.465085	-0.46064
R	4.59629	16.45	3.33418	3.37254	-0.451237	-0.46438
L	5.54024	16.5	3.33897	3.34932	-0.418538	-0.468047
R	1.69966	16.55	3.30506	3.32592	-0.439224	-0.47164
L	2.30583	16.6	3.30219	3.30234	-0.416651	-0.475158
R	2.12639	16.65	3.26506	3.27858	-0.438735	-0.478601
L	0.423247	16.7	3.22888	3.25465	-0.454869	-0.481969
R	5.1068	16.75	3.19539	3.23055	-0.47226	-0.48526
L	1.43106	16.8	3.16009	3.20629	-0.483924	-0.488475
R	8.03843	16.85	3.1652	3.18186	-0.444926	-0.491613
L	0.577438	16.9	3.1494	3.15728	-0.437162	-0.494673
R	1.69035	16.95	3.11963	3.13255	-0.449849	-0.497655
L	0.172838	17	3.08733	3.10767	-0.460518	-0.500558
R	0.710315	17.05	3.05016	3.08264	-0.482566	-0.503383
L	2.40769	17.1	3.05559	3.05747	-0.451848	-0.506127
R	1.66125	17.15	3.04083	3.03216	-0.438731	-0.508793
L	0.299132	17.2	3.02789	3.00672	-0.428713	-0.511377
R	3.93934	17.25	3.00548	2.98115	-0.426564	-0.513881
L	2.89951	17.3	2.95135	2.95546	-0.462361	-0.516304
R	1.19432	17.35	2.91031	2.92964	-0.490131	-0.518645
L	1.29819	17.4	2.86187	2.90371	-0.515405	-0.520904
R	4.96345	17.45	2.82464	2.87767	-0.527314	-0.523081
L	15.2366	17.5	2.87407	2.85151	-0.450002	-0.525176
R	1.51827	17.55	2.86269	2.82525	-0.43508	-0.527187
L	0.725885	17.6	2.83119	2.79889	-0.446008	-0.529115
R	2.35109	17.65	2.80486	2.77244	-0.453144	-0.53096
L	1.64751	17.7	2.78519	2.74589	-0.451564	-0.532721
R	1.85502	17.75	2.75782	2.71925	-0.461524	-0.534397
L	2.47312	17.8	2.75743	2.69253	-0.439371	-0.53599
R	6.92764	17.85	2.69409	2.66574	-0.504741	-0.537498
L	0.584904	17.9	2.68041	2.63886	-0.493398	-0.53892
R	1.83263	17.95	2.65846	2.61191	-0.484387	-0.540258
L	1.01554	18	2.64551	2.5849	-0.472024	-0.54151
R	1.13981	18.05	2.6121	2.55783	-0.489303	-0.542677
L	4.92319	18.1	2.55521	2.53069	-0.520497	-0.543759
R	3.73552	18.15	2.50835	2.5035	-0.560969	-0.544754
L	1.95261	18.2	2.47802	2.47627	-0.561255	-0.545663
R	1.61379	18.25	2.46624	2.44898	-0.53031	-0.546486
L	0.76437	18.3	2.4386	2.42166	-0.532737	-0.547223
R	0.871241	18.35	2.41698	2.3943	-0.522355	-0.547873
L	2.34138	18.4	2.40753	2.3669	-0.50799	-0.548437
R	1.95168	18.45	2.36953	2.33948	-0.526926	-0.548915
L	3.16134	18.5	2.31843	2.31204	-0.550438	-0.549305
R	3.48328	18.55	2.28602	2.28457	-0.565253	-0.549609
L	5.69892	18.6	2.25498	2.25709	-0.571848	-0.549826
R	0.339458	18.65	2.22286	2.2296	-0.576221	-0.549957
L	2.44164	18.7	2.2023	2.2021	-0.565985	-0.55
R	1.87339	18.75	2.17117	2.1746	-0.56625	-0.549957
L	0.41533	18.8	2.14943	2.1471	-0.560745	-0.549826
R	1.30211	18.85	2.14148	2.11961	-0.526656	-0.549609
L	0.532581	18.9	2.11566	2.09213	-0.524871	-0.549305
R	6.52833	18.95	2.11007	2.06467	-0.487957	-0.548915
L	0.690869	19	2.09048	2.03722	-0.48466	-0.548437
R	0.266252	19.05	2.07243	2.0098	-0.47221	-0.547873
L	0.455888	19.1	2.04262	1.98241	-0.477465	-0.547223
R	10.9166	19.15	2.00196	1.95504	-0.518752	-0.546486
L	2.1179	19.2	1.96277	1.92772	-0.530079	-0.545663
R	3.57362	19.25	1.91421	1.90044	-0.57512	-0.544754
L	4.55292	19.3	1.86364	1.8732	-0.596636	-0.543759
R	0.61307	19.35	1.81877	1.84601	-0.623733	-0.542677
L	1.4149	19.4	1.77735	1.81888	-0.634518	-0.54151
R	1.33461	19.45	1.75357	1.7918	-0.622973	-0.540258
L	5.67785	19.5	1.74377	1.76479	-0.604913	-0.53892
R	0.937722	19.55	1.72592	1.73784	-0.582403	-0.537498
L	1.32198	19.6	1.70612	1.71097	-0.574821	-0.53599
R	1.98	19.65	1.68551	1.68417	-0.555138	-0.534397
L	1.12183	19.7	1.64791	1.65745	-0.564881	-0.532721
R	1.73352	19.75	1.60651	1.63081	-0.589567	-0.53096
L	0.103146	19.8	1.57714	1.60426	-0.590097	-0.529115
R	5.16709	19.85	1.56134	1.57781	-0.573052	-0.527187
L	0.446617	19.9	1.53788	1.55145	-0.567257	-0.525176
R	2.21918	19.95	1.50085	1.52519	-0.587701	-0.523081
L	2.56731	20	1.46124	1.49904	-0.595679	-0.520904
R	1.75512	20.05	1.432	1.47299	-0.599738	-0.518645
L	1.87876	20.1	1.40652	1.44706	-0.592778	-0.516304
R	1.75088	20.15	1.39613	1.42124	-0.560852	-0.513881
L	3.3399	20.2	1.38197	1.39555	-0.544952	-0.511377
R	7.36922	20.25	1.37323	1.36998	-0.504218	-0.508793
L	0.0722132	20.3	1.34593	1.34454	-0.506087	-0.506127
R	8.22652	20.35	1.33363	1.31923	-0.483244	-0.503383
L	0.215656	20.4	1.31018	1.29407	-0.483233	-0.500558
R	0.191665	20.45	1.28295	1.26904	-0.489787	-0.497655
L	0.706871	20.5	1.25962	1.24416	-0.489789	-0.494673
R	0.887654	20.55	1.24861	1.21942	-0.463268	-0.491613
L	0.128908	20.6	1.22633	1.19484	-0.46189	-0.488475
R	2.79315	20.65	1.18725	1.17042	-0.496592	-0.48526
L	1.75068	20.7	1.16417	1.14615	-0.4931	-0.481969
R	2.16225	20.75	1.14494	1.12206	-0.488706	-0.478601
L	0.136287	20.8	1.11821	1.09813	-0.491435	-0.475158
R	1.09716	20.85	1.08809	1.07437	-0.500379	-0.47164
L	3.76788	20.9	1.0757	1.05079	-0.489028	-0.468047
R	0.608434	20.95	1.04725	1.02738	-0.494906	-0.46438
L	1.99124	21	1.01187	1.00417	-0.504948	-0.46064
R	8.92925	21.05	0.987198	0.981133	-0.492523	-0.456828
L	0.451001	21.1	0.967383	0.958291	-0.488026	-0.452943
R	2.2994	21.15	0.937807	0.935644	-0.491735	-0.448987
L	0.908891	21.2	0.909114	0.913195	-0.494989	-0.444959
R	0.969582	21.25	0.867036	0.890947	-0.526026	-0.440862
L	1.23816	21.3	0.83066	0.868904	-0.536139	-0.436695
R	3.24455	21.35	0.795335	0.847069	-0.553905	-0.432459
L	0.0562377	21.4	0.765365	0.825446	-0.556528	-0.428154
R	4.7061	21.45	0.771517	0.804038	-0.492591	-0.423782
L	0.125901	21.5	0.74678	0.782849	-0.493208	-0.419343
R	1.93915	21.55	0.743016	0.761882	-0.458809	-0.414838
L	4.2093	21.6	0.720017	0.74114	-0.456215	-0.410268
R	5.56663	21.65	0.695189	0.720627	-0.451803	-0.405632
L	1.09036	21.7	0.670019	0.700345	-0.453409	-0.400933
R	1.48638	21.75	0.634987	0.680299	-0.471447	-0.39617
L	0.284704	21.8	0.616027	0.66049	-0.466853	-0.391345
R	2.60974	21.85	0.568045	0.640923	-0.511943	-0.386458
