L	13.7155	0.1	-5.13641e-17	0.00103664	1.99493e-17	0.0207296
L	10.0023	0.2	0.206475	0.00345484	0.0335133	0.0345348
L	7.29906	0.3	0.0813518	0.00725307	-0.00673413	0.0483182
L	2.35245	0.4	0.0726018	0.0124289	-0.00794004	0.062071
L	0.0620292	0.5	0.028849	0.0189791	-0.0597691	0.0757847
L	5.81829	0.6	-0.238331	0.0268996	-0.592886	0.0894504
L	1.61714	0.7	-0.0729441	0.0361852	-0.0363907	0.10306
L	8.46325	0.8	0.205861	0.0468302	0.61314	0.116604
L	5.10484	0.9	0.11569	0.0588279	0.276702	0.130074
L	1.5451	1	0.0893459	0.0721706	0.167453	0.143463
L	0.628211	1.1	0.190213	0.0868499	0.315722	0.156761
L	2.26307	1.2	0.114915	0.102857	0.146424	0.169959
L	2.63339	1.3	0.160618	0.120181	0.193268	0.183051
L	2.31589	1.4	0.0856938	0.138811	0.064802	0.196027
L	0.761189	1.5	0.0740293	0.158735	0.0415685	0.208879
L	0.832699	1.6	0.111332	0.179942	0.0818754	0.221599
L	0.304867	1.7	0.122557	0.202417	0.0853923	0.234179
L	4.42687	1.8	0.19542	0.226147	0.158546	0.246611
L	0.959767	1.9	0.234811	0.251116	0.185096	0.258887
L	0.777632	2	0.24356	0.277309	0.174754	0.271
L	2.17987	2.1	0.249941	0.304708	0.161541	0.282942
L	0.482887	2.2	0.269649	0.333298	0.165947	0.294705
L	0.446538	2.3	0.269833	0.363059	0.147928	0.306282
L	3.28428	2.4	0.323957	0.393973	0.192928	0.317665
L	2.00322	2.5	0.378013	0.42602	0.232821	0.328848
L	1.07464	2.6	0.413926	0.459181	0.24635	0.339823
L	1.06035	2.7	0.467037	0.493433	0.278384	0.350583
L	1.96997	2.8	0.483462	0.528756	0.266793	0.361122
L	1.7933	2.9	0.549819	0.565128	0.311759	0.371433
L	1.45846	3	0.608119	0.602525	0.341806	0.381509
L	0.293884	3.1	0.636936	0.640923	0.335002	0.391345
L	0.659116	3.2	0.68971	0.680299	0.356349	0.400933
L	0.338755	3.3	0.733347	0.720627	0.366216	0.410268
L	0.942249	3.4	0.798559	0.761882	0.398447	0.419343
L	0.352335	3.5	0.842803	0.804038	0.404334	0.428154
L	1.90039	3.6	0.844319	0.847069	0.360722	0.436695
L	0.0831964	3.7	0.873678	0.890947	0.352779	0.444959
L	1.35743	3.8	0.942447	0.935644	0.39163	0.452943
L	2.96178	3.9	0.964379	0.981133	0.37418	0.46064
L	2.65147	4	0.951842	1.02738	0.31723	0.468047
L	2.69463	4.1	1.03264	1.07437	0.373748	0.475158
L	3.64305	4.2	1.10198	1.12206	0.412263	0.481969
L	6.87596	4.3	1.14134	1.17042	0.413774	0.488475
L	2.95332	4.4	1.13002	1.21942	0.353806	0.494673
L	0.513103	4.5	1.14808	1.26904	0.33352	0.500558
L	0.338706	4.6	1.19835	1.31923	0.352971	0.506127
L	1.84971	4.7	1.27588	1.36998	0.400881	0.511377
L	0.757346	4.8	1.33643	1.42124	0.423299	0.516304
L	1.30355	4.9	1.40798	1.47299	0.457282	0.520904
L	0.414688	5	1.44162	1.52519	0.442807	0.525176
L	2.57608	5.1	1.53527	1.57781	0.498073	0.529115
L	0.0106007	5.2	1.58593	1.63081	0.499208	0.532721
L	4.3811	5.3	1.67962	1.68417	0.551474	0.53599
L	0.0791413	5.4	1.73389	1.73784	0.549935	0.53892
L	0.31588	5.5	1.8064	1.7918	0.569602	0.54151
L	2.26181	5.6	1.91037	1.84601	0.622695	0.543759
L	1.73253	5.7	1.93479	1.90044	0.581184	0.545663
L	2.44889	5.8	1.96047	1.95504	0.547184	0.547223
L	0.612008	5.9	2.03402	2.0098	0.569399	0.548437
L	2.1883	6	2.11412	2.06467	0.598004	0.549305
L	0.0246443	6.1	2.17606	2.11961	0.600697	0.549826
L	1.08852	6.2	2.24134	2.1746	0.604399	0.55
L	2.51173	6.3	2.34958	2.2296	0.657158	0.549826
L	2.49947	6.4	2.36685	2.28457	0.603541	0.549305
L	1.96192	6.5	2.40646	2.33948	0.582991	0.548437
L	0.289319	6.6	2.4529	2.3943	0.568893	0.547223
L	1.02403	6.7	2.49433	2.44898	0.553365	0.545663
L	0.927125	6.8	2.57907	2.5035	0.586686	0.543759
L	1.5204	6.9	2.6076	2.55783	0.551492	0.54151
